"Wednesday, January 18, 2017",9:00 am - 12:00 pm,ISR 29B,Orientation 1,
"Wednesday, January 18, 2017",10:00 am,B102 Chemical and Life Sciences Laboratory,"Dr. Jack Cahill, Oak Ridge National Laboratory, ""Chemical Analysis at Small Scales: Developments in Single Particle and Imaging Mass Spectrometry""",
"Wednesday, January 18, 2017",12:00 - 2:00 pm,"Channing-Murray, 1209 W. Oregon St (above Red Herring)",Sanctuary/Solidarity Teach-In (panel),"A powerful panel featuring UIUU faculty, students, and activists to discuss the sanctuary movement and its connection to racial inequality, queer and trans issues, Islamophobia,and other struggles. Refreshments provided. More info: www.uiucsanctuary.net; Twitter: #J18"
"Wednesday, January 18, 2017",12:30 pm,IEI,Oral Interviews,
"Wednesday, January 18, 2017",3:30 pm,315 Gregory Hall,CHI Global Utopias Reading Group,
"Wednesday, January 18, 2017",3:30 - 4:50 pm,"108 David Kinley Hall, 1407 W. Gregory Dr, Urbana",Insurgent Public Spaces: a Workshop on Urban Art and Resistance,Insurgent Public Spaces: a workshop on urban art and resistance.
"Wednesday, January 18, 2017",3:30 - 5:00 pm,7 DKH,Are firm-level idiosyncratic shocks important for U.S. aggregate volatility?,Are firm-level idiosyncratic shocks important for U.S. aggregate volatility?
"Wednesday, January 18, 2017",6:00 - 9:00 pm,"Makerspace Urbana, basement rm #16, 202 S. Broadway Ave, Urbana",Sign and Poster Making Workshop,Sign and Poster Making Workshop
"Wednesday, January 18, 2017",8:00 pm,"223 Temple Buell Hall, 611 E. Lorado Taft Dr, Champaign","Film Series: Eyes on the Prize, episodes 1&2, Awakenings & Fighting Back","Film Series: Eyes on the Prize, episodes 1&2, Awakenings & Fighting Back"
"Thursday, January 19, 2017",12:00 pm,"101 International Studies Building – 910 S Fifth St, Champaign",CLACS Summer Graduate Research Fellowship- Information Session,
"Thursday, January 19, 2017",3:00 - 5:00 pm,"Gender and Women's Studies seminar room, 1205 W. Nevada St, Urbana",Digital Safety and Privacy Workshop,Digital Safety and Privacy Workshop. Come learn how to stay safe online!
"Thursday, January 19, 2017",3:30 - 5:00 pm,7 DKH,Losers Go to Jail: Congressional Elections and Union Officer Prosecutions,Losers Go to Jail: Congressional Elections and Union Ocer Prosecutions
"Thursday, January 19, 2017",4:00 pm,217 Noyles Lab,"Professor Brandi Cossairt, University of Washington, ""From Multimetallic Catalysts to Nanoscale Phosphides: Building Complex Inorganic 'Molecules' with Atom-Level Precision""",
"Thursday, January 19, 2017",4:00 pm,"Charles G. Miller Auditorium, B102 Chemical & Life Sciences Laboratory, 601 S. Goodwin Avenue, Urbana","Microbiology Seminar:  Dr. John-Demian Sauer, University of Wisconsin-Madison -- ""Macrophages vs. Listeria:  the battle for the cytosol""",
"Thursday, January 19, 2017",7:00 pm,"The Chapel of St. John the Divine, 1011 S. Wright Street, Champaign",The Play of Adam,"The Met Cloisters and the Program in Medieval Studies & Illinois Theatre present the world premiere of The Play of Adam, a medieval comic drama in a new English verse translation by Carol Symes, directed by Kyle A. Thomas, with musical direction by Drew Minter (George A. Miller Visiting Professor). Beginning in the Garden of Eden and ending with the promise of redemption, Adam is a holiday play for all ages and any age. The first fully-staged production of this new translation premiered at The Met Cloisters on December 17th and 18th of 2016, beautifully framed by the apse of the chapel of San Martín at Fuentidueña, accompanied by ravishing vocal and instrumental music contemporary with the play. In January, the same production with its original cast of Illinois actors and New York musicians will be restaged at the lovely neo-Gothic Chapel of St. John the Divine on the campus of the University of Illinois at Urbana-Champaign. Composed in colloquial rhyming verse, with passages of Latin plainsong, The Anglo-Norman Play of Adam is the oldest European play in any vernacular: in this case, an early dialect of the language we know as French. Updating the story of humanity’s fall and redemption, it comically and poignantly addresses timeless issues: ambition and desire, sibling rivalry, social mobility, and the uncertainties of political and cultural upheaval. The original text and new verse translation of the play can be accessed here. More information about the production is available here and here. All performances are free and open to the public, but seating may be limited. Doors will open 30 minutes prior to each performance. Questions or requests for reserved seating may be sent to Casey Griffin at caseyjg2@illinois.edu. This production is also made possible through generous support from the College of Liberal Arts and Sciences; the College of Fine + Applied Arts; the School of Literatures, Cultures and Linguistics; the School of Music; the Unit for Criticism and Interpretive Theory; and the Departments of French and Italian, Religion, the Classics, and History."
"Thursday, January 19, 2017",7:00 - 9:30 pm,"Independent Media Center, 202 S. Broadway Ave, Urbana",Anti-fascist Art Show & Potluck,Anti-fascist Art Show & Potluck. Combat fascist propaganda through art and creativity!
"Thursday, January 19, 2017",7:00 pm,"The Chapel of St. John the Divine (1011 S. Wright Street, Champaign)",The Play of Adam:  The Cloisters’ Production Restaged at Illinois,"The Met Cloisters and the Program in Medieval Studies & Illinois Theatre present the world premiere of The Play of Adam, a medieval comic drama in a new English verse translation by Carol Symes, directed by Kyle A. Thomas, with musical direction by Drew Minter (George A. Miller Visiting Professor).  Beginning in the Garden of Eden and ending with the promise of redemption, Adam is a holiday play for all ages and any age. The first fully-staged production of this new translation premiered at The Met Cloisters on December 17th and 18th of 2016, beautifully framed by the apse of the chapel of San Martín at Fuentidueña, accompanied by ravishing vocal and instrumental music contemporary with the play. In January, the same production with its original cast of Illinois actors and New York musicians will be restaged at the lovely neo-Gothic Chapel of St. John the Divine on the campus of the University of Illinois at Urbana-Champaign. Composed in colloquial rhyming verse, with passages of Latin plainsong, The Anglo-Norman Play of Adam is the oldest European play in any vernacular: in this case, an early dialect of the language we know as French. Updating the story of humanity’s fall and redemption, it comically and poignantly addresses timeless issues: ambition and desire, sibling rivalry, social mobility, and the uncertainties of political and cultural upheaval. The original text and new verse translation of the play can be accessed here. More information about the production is available here and here. All performances are FREE and open to the public, but seating may be limited. Doors will open 30 minutes prior to each performance. Questions or requests for reserved seating may be sent to Casey Griffin at caseyjg2@illinois.edu."
"Thursday, January 19, 2017",8:00 pm,"223 Temple Buell Hall, 611 E. Lorado Taft Dr, Champaign","Film Series: Eyes on the Prize, episodes 3&4, Ain't Scared of Your Jails & No Easy Walk","Film Series: Eyes on the Prize, episodes 3&4, Ain't Scared of Your Jails & No Easy Walk"
"Friday, January 20, 2017",9:00 am - 1:00 pm,"Third floor lecture hall, Levis Faculty Center (919 West Illinois Street, Urbana, IL)",Design as Protest,"Design as Protest Champaign Urbana will be taking place on January 20 as part of a larger national day of collaborations that brings together other activists, architects, planners and community members in turning online conversations about social justice and design into live, local actions. Envisioned as a sort of national brainstorming session for creative, place-based interventions that drive social change, these workshops are being organized across academic, private and public spheres with the goal of inspiring the design community to take a collective stand against injustice. The CU event will be taking place at Levis Faculty Center from 9am-1pm. For more information contact Angela King at aking06@illinois.edu and see the larger platform atwww.designjusticeplatform.com."
"Friday, January 20, 2017",9:00 am - 1:00 pm,"Third floor lecture hall, Levis Faculty Center (919 West Illinois Street, Urbana, IL)",Design as Protest,"Design as Protest Champaign Urbana will be taking place on January 20 as part of a larger national day of collaborations that brings together other activists, architects, planners and community members in turning online conversations about social justice and design into live, local actions. Envisioned as a sort of national brainstorming session for creative, place-based interventions that drive social change, these workshops are being organized across academic, private and public spheres with the goal of inspiring the design community to take a collective stand against injustice. The CU event will be taking place at Levis Faculty Center from 9am-1pm. For more information contact Angela King at aking06@illinois.edu and see the larger platform atwww.designjusticeplatform.com."
"Friday, January 20, 2017",9:00 am - 1:00 pm,"Third Floor Lecture Hall, Levis Faculty Center, 919 W. Illinois St, Urbana",Design as Protest Event,Design as Protest Event
"Friday, January 20, 2017",10:00 am - 1:00 pm,"Asian American Studies Conference Room, 1208 W. Nevada St, Urbana.",Political Party: Letter Writing to the President-Elect,Political Party: Letter Writing to the President-Elect. Come get your political groove on; get inspired; write that letter!
"Friday, January 20, 2017",10:00 - 11:00 am,3115 Lincoln Hall,Welcome Back Donuts & Coffee Hour,"Reconnect with Sociology Faculty, students and friends!"
"Friday, January 20, 2017",1:00 pm,"IPRH Lecture Hall, Levis Faculty Center, Fourth Floor (919 West Illinois Street, Urbana, IL)","Navigating Academic Book Publishing: what to expect, what to do, and how to do it well","Suzanne Ryan is Editor in Chief of Humanities at Oxford University Press, in the Academic and Trade division based in New York City. She serves also as Executive Editor of Music, managing the Music books program for Oxford globally and commissioning titles across the range of music scholarship, performance, and education. Prior to OUP, Suzanne was Music Editor at Indiana University Press and Assistant Editor of Anthropology, Religion, Philosophy at Columbia University Press. She holds degrees in the History of Religions from the University of Chicago, and in Opera Studies and Performance from DePaul University and the New England Conservatory of Music. This event is co-sponsored by IPRH and the Trowbridge Initiative in American Cultures."
"Friday, January 20, 2017",1:00 pm,"IPRH Lecture Hall, Levis Faculty Center, Fourth Floor (919 West Illinois Street, Urbana, IL)","Navigating Academic Book Publishing: what to expect, what to do, and how to do it well","Suzanne Ryan is Editor in Chief of Humanities at Oxford University Press, in the Academic and Trade division based in New York City. She serves also as Executive Editor of Music, managing the Music books program for Oxford globally and commissioning titles across the range of music scholarship, performance, and education. Prior to OUP, Suzanne was Music Editor at Indiana University Press and Assistant Editor of Anthropology, Religion, Philosophy at Columbia University Press. She holds degrees in the History of Religions from the University of Chicago, and in Opera Studies and Performance from DePaul University and the New England Conservatory of Music. This event is co-sponsored by IPRH and the Trowbridge Initiative in American Cultures."
"Friday, January 20, 2017",3:30 - 5:00 pm,7 DKH,Compatibility and Investment in the U.S. Electric Vehicle Market,Compatibility and Investment in the U.S. Electric Vehicle Market
"Friday, January 20, 2017",4:00 pm,116 RAL,"Dr. Wenliang Huang, Seminar of Special Interest, Massachusetts Institute of Technology, ""Molecular Design in Organometallic Rare-Earth Reduction Chemistry and Organic Light-Emitting Diodes (OLEDs)""",
"Friday, January 20, 2017",4:00 pm,"223 Temple Buell Hall, 611 E. Lorado Taft Dr, Champaign","Film Series: Eyes on the Prize, episodes 5&6, Mississippi: Is This America & Bridge to Freedom","m Series: Eyes on the Prize, episodes 5&6, Mississippi: Is This America & Bridge to Freedom"
"Friday, January 20, 2017",4:00 pm,Room G-13 (basement) Foreign Languages Building,Info session - “Let’s Talk in Korean”,"This session is for new participants in ""Let's Talk Korean,"" both volunteers and students, and will provide step-by-step guidance in registration, notification set-up, and postings/feedback.           Welcome | Korean Language Program | University of Illinois           “Let’s Talk in Korean” is a new online community housed in Canvas (www.illinois.instructure.com) for learners of Korean to practice pronunciation/speaking online and get feedback from native speakers. The goal here is to improve their intelligibility, i.e., being able to be understood by anyone, not necessarily native-like pronunciation, and we NEED VOLUNTEERS to help offer feedback!           "
"Friday, January 20, 2017",7:00 pm,"The Chapel of St. John the Divine, 1011 S. Wright Street, Champaign",The Play of Adam,"The Met Cloisters and the Program in Medieval Studies & Illinois Theatre present the world premiere of The Play of Adam, a medieval comic drama in a new English verse translation by Carol Symes, directed by Kyle A. Thomas, with musical direction by Drew Minter (George A. Miller Visiting Professor). Beginning in the Garden of Eden and ending with the promise of redemption, Adam is a holiday play for all ages and any age. The first fully-staged production of this new translation premiered at The Met Cloisters on December 17th and 18th of 2016, beautifully framed by the apse of the chapel of San Martín at Fuentidueña, accompanied by ravishing vocal and instrumental music contemporary with the play. In January, the same production with its original cast of Illinois actors and New York musicians will be restaged at the lovely neo-Gothic Chapel of St. John the Divine on the campus of the University of Illinois at Urbana-Champaign. Composed in colloquial rhyming verse, with passages of Latin plainsong, The Anglo-Norman Play of Adam is the oldest European play in any vernacular: in this case, an early dialect of the language we know as French. Updating the story of humanity’s fall and redemption, it comically and poignantly addresses timeless issues: ambition and desire, sibling rivalry, social mobility, and the uncertainties of political and cultural upheaval. The original text and new verse translation of the play can be accessed here. More information about the production is available here and here. All performances are free and open to the public, but seating may be limited. Doors will open 30 minutes prior to each performance. Questions or requests for reserved seating may be sent to Casey Griffin at caseyjg2@illinois.edu. This production is also made possible through generous support from the College of Liberal Arts and Sciences; the College of Fine + Applied Arts; the School of Literatures, Cultures and Linguistics; the School of Music; the Unit for Criticism and Interpretive Theory; and the Departments of French and Italian, Religion, the Classics, and History."
"Saturday, January 21, 2017",3:30 pm,"The Chapel of St. John the Divine (1011 S. Wright Street, Champaign)",The Play of Adam:  The Cloisters’ Production Restaged at Illinois,"The Met Cloisters and the Program in Medieval Studies & Illinois Theatre present the world premiere of The Play of Adam, a medieval comic drama in a new English verse translation by Carol Symes, directed by Kyle A. Thomas, with musical direction by Drew Minter (George A. Miller Visiting Professor).  Beginning in the Garden of Eden and ending with the promise of redemption, Adam is a holiday play for all ages and any age. The first fully-staged production of this new translation premiered at The Met Cloisters on December 17th and 18th of 2016, beautifully framed by the apse of the chapel of San Martín at Fuentidueña, accompanied by ravishing vocal and instrumental music contemporary with the play. In January, the same production with its original cast of Illinois actors and New York musicians will be restaged at the lovely neo-Gothic Chapel of St. John the Divine on the campus of the University of Illinois at Urbana-Champaign. Composed in colloquial rhyming verse, with passages of Latin plainsong, The Anglo-Norman Play of Adam is the oldest European play in any vernacular: in this case, an early dialect of the language we know as French. Updating the story of humanity’s fall and redemption, it comically and poignantly addresses timeless issues: ambition and desire, sibling rivalry, social mobility, and the uncertainties of political and cultural upheaval. The original text and new verse translation of the play can be accessed here. More information about the production is available here and here. All performances are FREE and open to the public, but seating may be limited. Doors will open 30 minutes prior to each performance. Questions or requests for reserved seating may be sent to Casey Griffin at caseyjg2@illinois.edu."
"Saturday, January 21, 2017",3:30 pm,"The Chapel of St. John the Divine, 1011 S. Wright Street, Champaign",The Play of Adam,"The Met Cloisters and the Program in Medieval Studies & Illinois Theatre present the world premiere of The Play of Adam, a medieval comic drama in a new English verse translation by Carol Symes, directed by Kyle A. Thomas, with musical direction by Drew Minter (George A. Miller Visiting Professor). Beginning in the Garden of Eden and ending with the promise of redemption, Adam is a holiday play for all ages and any age. The first fully-staged production of this new translation premiered at The Met Cloisters on December 17th and 18th of 2016, beautifully framed by the apse of the chapel of San Martín at Fuentidueña, accompanied by ravishing vocal and instrumental music contemporary with the play. In January, the same production with its original cast of Illinois actors and New York musicians will be restaged at the lovely neo-Gothic Chapel of St. John the Divine on the campus of the University of Illinois at Urbana-Champaign. Composed in colloquial rhyming verse, with passages of Latin plainsong, The Anglo-Norman Play of Adam is the oldest European play in any vernacular: in this case, an early dialect of the language we know as French. Updating the story of humanity’s fall and redemption, it comically and poignantly addresses timeless issues: ambition and desire, sibling rivalry, social mobility, and the uncertainties of political and cultural upheaval. The original text and new verse translation of the play can be accessed here. More information about the production is available here and here. All performances are free and open to the public, but seating may be limited. Doors will open 30 minutes prior to each performance. Questions or requests for reserved seating may be sent to Casey Griffin at caseyjg2@illinois.edu. This production is also made possible through generous support from the College of Liberal Arts and Sciences; the College of Fine + Applied Arts; the School of Literatures, Cultures and Linguistics; the School of Music; the Unit for Criticism and Interpretive Theory; and the Departments of French and Italian, Religion, the Classics, and History."
"Monday, January 23, 2017",3:30 - 5:00 pm,7 DKH,Over persistence bias in individual income expectations and its aggregate implications,Overpersistence bias in individual income expectations and its aggregate implications
"Monday, January 23, 2017",4:00 - 5:00 pm,"Lucy Ellis Lounge, 1080 Foreign Languages Building (1st floor), 707 S. Mathews Ave., Urbana","Linguistics Seminar Series - Nyssa Bulkes, PhD Candidate, Linguistics: ""Getting the message: How sentential constraint and literality affect visual word recognition""","Sentence processing is a rapid and seemingly effortless mechanism, whereby skilled readers routinely integrate bottom-up (i.e. orthography) and top-down (i.e. lexical-semantics, constraint) information in order to arrive at a felicitous interpretation. We know, too, that high sentential constraint facilitates formulating highly specific predictions for visual feature information (i.e. letter position/identity information; Luke & Christianson, 2012). Prior work using event-related brain potentials (ERPs) similarly shows neural sensitivity to visual anomalies embedded in context (Kim & Lai, 2012)."
"Monday, January 23, 2017",4:00 pm,1024 CA,"Dr. Jamie Neely, Seminar of Special Interest, Princeton University, ""Applying Fundamental Insights to Reaction Design and Mechanistic Study in Rhodium and Cobalt Catalysis""",
"Monday, January 23, 2017",4:00 pm,"Lucy Ellis Lounge, FLB 1080",Linguistics Seminar: Nyssa Bulkes on 'Getting the message: How sentential constraint and literality affect visual word recognition',"Getting the message: How sentential constraint and literality affect visual word recognition   Sentence processing is a rapid and seemingly effortless mechanism, whereby skilled readers routinely integrate bottom-up (i.e. orthography) and top-down (i.e. lexical-semantics, constraint) information in order to arrive at a felicitous interpretation. We know, too, that high sentential constraint facilitates formulating highly specific predictions for visual feature information (i.e. letter position/identity information; Luke & Christianson, 2012). Prior work using event-related brain potentials (ERPs) similarly shows neural sensitivity to visual anomalies embedded in context (Kim & Lai, 2012).   In this talk, I discuss three experiments using eyetracking and ERPs, all with the common thread of exploring how semantic constraint affects the visual expectations we have for how a sentence will unfold. In the first experiment, I discuss whether an expression’s literality impacts the creation of form-based expectations when reading frequency-matched formulaic expressions (i.e. idioms versus literal collocations) in impoverished environments. In the second set of experiments, I describe how the degree of sentential constraint is the driving force behind building visual expectations for upcoming wordforms. Results demonstrate how the amount of context preceding a target word—and not just the orthotactic legality of the target—determines the degree of neural sensitivity to unexpected orthography. "
"Monday, January 23, 2017",5:30 pm,"Lucy Ellis lounge, FLB","Film screening and Q & A for ""The Writer"" with Sayed Kashua","Sayed Kashua is a visiting clinical professor to the University of Illlinois. He is an author of books such as ""Dancing Arabs"" and ""Let it Be Morning"", as well as the writer of the sitcom ""Arab Labor"" and television show ""The Writer""."
"Tuesday, January 24, 2017",10:00 am,161 Noyes Lab,"Dr. Hee-Sun Han, Harvard University  Title ""Towards a holistic understanding of intact, complex biological systems""",
"Tuesday, January 24, 2017",12:00 pm,"International Studies Building, room 101",Study Abroad in Europe Information Session,"Please join Illinois Abroad and Global Exchange to learn more about study abroad opportunities in Europe during summer 2017, fall 2017, and academic year 2017-18. Education Abroad Coordinators Andy Hinnant and Mike Nelson will give an overview of programs available in all European countries (except Spain) and explain how these programs can benefit students academically, personally, and professionally. There will be plenty of opportunities for students to ask any questions they might have about studying abroad. No RSVP is required to attend an info session."
"Tuesday, January 24, 2017",2:00 pm,"101 International Studies Building – 910 S Fifth St, Champaign",Lemann Lecture Series. Challenges and Opportunities Conducting Research in Brazil: Practical Insights from the Field,"Challenges and Opportunities Conducting Research in Brazil: Practical Insights from the Field (Panel Discussion)  Juliana Prates Santana, Department of Psychology, Universidade Federal da Bahia Liliane Cambraia Windsor, School of Social Work, UIUC Lenore Matthew, School of Social Work, UIUC Marcela Raffaelli, Department of Human Development & Family Studies, UIUC"
"Tuesday, January 24, 2017",2:00 pm,International Studies Building,Panel Discussion - Challenges and Opportunities Conducting Research in Brazil: Practical Insights from the Field,"What institutional challenges may impede research conducted in Brazil? Do differences in academic systems affect partnerships between U.S. and Brazilian researchers, and if so, how? How might sociocultural differences, such as concepts of time and gender, shape the research process? In what ways do Brazil’s sociopolitical and economic environments affect primary research, and how is this shifting in the current political climate? Learn more about the Lemann Lecture Series."
"Tuesday, January 24, 2017",3:00 - 4:30 pm,7 DKH,"Segregation, Student Achievement, and Postsecondary Attainment: Evidence from the Introduction of Race-Blind Magnet School Lotteries","Segregation, Student Achievement, and Postsecondary Attainment: Evidence from the Introduction of Race-Blind Magnet School Lotteries"
"Tuesday, January 24, 2017",3:30 pm,IEI,Welcome Party,
"Tuesday, January 24, 2017",3:30 pm,319 Gregory Hall,Politics Not As Usual: Historical Perspectives on the 2016 election,"With Peter Fritzsche, Ian Toller-Clark, Erik McDuffie, Kathryn Oberdeck, Kristin Hoganson. -- How can historical perspectives help us understand some of the seismic political shifts now underway? This panel of historians will reflect on causes, precedents, and divergences from past practices and norms before opening the floor for a wider discussion."
"Tuesday, January 24, 2017",4:00 pm,"Charles G. Miller Auditorium, B102 Chemical & Life Sciences Laboratory, 601 S. Goodwin Avenue, Urbana",Microbiology Student Seminar:  Kyungsub Kim/Slauch Lab and Samantha DeWerff/Whitaker Lab,"Graduate Student Seminar Presentations: Kyungsub Kim of Slauch Lab -- ""sRNA-Mediated Regulation of the SPI1 T3SS in Salmonella enterica serovar Typhimurium"" Samantha DeWerff of Whitaker Lab -- ""Trade-offs of chronic SSV9 infection in Sulfolobus islandicus"""
"Tuesday, January 24, 2017",4:00 - 5:30 pm,Psychology Atrium,Psyc 290 Undergraduate Poster Fair,Psychology Laboratories will be recruiting undergraduate students interested in working in their Labs and earning Psychology Credit (Psyc 290). Stop by to discover the many opportunities available!
"Wednesday, January 25, 2017",12:00 pm,"Charles G. Miller Auditorium, B102 CLSL","Cell &  Developmental Biology Seminar:   Dr. Peter Todd, Neurology, University of Michigan Medical School, Ann Arbor ""Repeat associated Non-AUG (RAN) Translation in Fragile X-associated disorders""",
"Wednesday, January 25, 2017",12:00 pm,"Room 101 International Studies Building; 910 S. Fifth Street; Champaign, IL 61820","CAS Brown Bag: ""The Troubled Mind of Apartheid: Black Consciousness  and White Radicals Through the Eyes of the 1972 Schlebusch Commission""",
"Wednesday, January 25, 2017",12:00 pm,1040 NCSA,"NCSA Seminar - Uncertainty in Data Analytics, David Stracuzzi, Sandia","Abstract: Charles Darwin once said that “ignorance more frequently begets confidence than does knowledge.” This is especially true in data analytics. By necessity, we often rely on data of debatable quality, relevance, and completeness to answer all manner of questions. Under these conditions, the easiest way to be certain about results is to avoid looking too closely. Data-driven uncertainty analysis takes the opposite approach; it looks very closely at the available data to determine the reliability of of the analytic results. The talk begins with a discussion of what uncertainty means in a data analytics context and why analyzing uncertainty is important. We then summarize applications and preliminary results in two domains: seismic analysis and overhead image analysis. The talk concludes with a discussion of possible long-term implications of the work."
"Wednesday, January 25, 2017",12:00 pm,"Room 101, International Studies Bldg., 910 S. Fifth St., Champaign",Center for African Studies Brown Bag--The Troubled Mind of Apartheid: Black Consciousness and White Radicals Through the Eyes of the 1972 Schlebusch Commission,"Presented by Billy Keniston, History, UIUC  The Schlebusch Commission (1972-1974) represents a pivotal moment in the struggle against apartheid. Initiated by the Minister of Justice, and supplied with “intelligence” by the Security Police and their informants, the Commission was convened in response to the growing momentum of the Black Consciousness Movement, and the corresponding radicalization of white university students. Using the Commission's six volume report as an archive, compared and contrasted against interviews I conducted with half a dozen people that were called to testify before the Commission, I have analyzed the apartheid state's capacity to understand these new political developments. Visit the Center for African Studies website. "
"Wednesday, January 25, 2017",3:30 - 5:00 pm,7 DKH,"The Migration Accelerator: Labor Mobility, Housing, and Aggregate Demand","The Migration Accelerator: Labor Mobility, Housing, and Aggregate Demand"
